,FileName,Label,ClassName
173,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000185.png,0,daisy
174,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000186.png,0,daisy
175,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000187.png,0,daisy
176,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000188.png,0,daisy
177,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000189.png,0,daisy
178,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000190.png,0,daisy
179,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000191.png,0,daisy
180,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000192.png,0,daisy
181,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000193.png,0,daisy
182,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000194.png,0,daisy
183,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000195.png,0,daisy
184,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000196.png,0,daisy
185,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000197.png,0,daisy
186,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000198.png,0,daisy
187,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000199.png,0,daisy
188,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000200.png,0,daisy
189,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000201.png,0,daisy
190,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000202.png,0,daisy
191,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000203.png,0,daisy
192,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000204.png,0,daisy
193,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000205.png,0,daisy
194,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000206.png,0,daisy
195,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000207.png,0,daisy
196,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000208.png,0,daisy
197,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000209.png,0,daisy
198,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000210.png,0,daisy
199,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000211.png,0,daisy
200,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000212.png,0,daisy
201,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000213.png,0,daisy
202,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000215.png,0,daisy
203,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000216.png,0,daisy
204,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000217.png,0,daisy
205,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000218.png,0,daisy
206,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000219.png,0,daisy
207,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000220.png,0,daisy
208,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000221.png,0,daisy
209,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000222.png,0,daisy
210,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000223.png,0,daisy
211,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000224.png,0,daisy
212,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000225.png,0,daisy
213,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000226.png,0,daisy
214,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000227.png,0,daisy
215,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000228.png,0,daisy
216,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000229.png,0,daisy
217,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000230.png,0,daisy
218,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000231.png,0,daisy
219,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000232.png,0,daisy
220,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000233.png,0,daisy
221,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000234.png,0,daisy
222,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000236.png,0,daisy
223,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000237.png,0,daisy
224,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000238.png,0,daisy
225,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000239.png,0,daisy
226,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000240.png,0,daisy
227,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000242.png,0,daisy
228,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000243.png,0,daisy
229,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000244.png,0,daisy
230,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000245.png,0,daisy
231,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000246.png,0,daisy
232,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000247.png,0,daisy
233,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000248.png,0,daisy
234,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000249.png,0,daisy
235,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000250.png,0,daisy
236,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000251.png,0,daisy
237,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000252.png,0,daisy
238,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000253.png,0,daisy
239,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000254.png,0,daisy
240,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000255.png,0,daisy
241,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000256.png,0,daisy
242,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000257.png,0,daisy
243,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000258.png,0,daisy
244,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000259.png,0,daisy
245,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000260.png,0,daisy
246,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000261.png,0,daisy
247,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000262.png,0,daisy
248,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000263.png,0,daisy
249,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000264.png,0,daisy
250,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000265.png,0,daisy
251,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000266.png,0,daisy
252,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000267.png,0,daisy
253,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000268.png,0,daisy
254,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000269.png,0,daisy
255,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000270.png,0,daisy
256,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000271.png,0,daisy
257,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000272.png,0,daisy
258,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000273.png,0,daisy
259,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000274.png,0,daisy
260,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000275.png,0,daisy
261,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000276.png,0,daisy
262,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000278.png,0,daisy
263,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000279.png,0,daisy
264,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000280.png,0,daisy
265,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000281.png,0,daisy
266,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000283.png,0,daisy
267,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000284.png,0,daisy
268,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000285.png,0,daisy
269,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000286.png,0,daisy
270,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000287.png,0,daisy
271,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000288.png,0,daisy
272,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000289.png,0,daisy
273,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000290.png,0,daisy
274,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000291.png,0,daisy
275,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000292.png,0,daisy
276,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000293.png,0,daisy
277,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000294.png,0,daisy
278,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000295.png,0,daisy
279,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000296.png,0,daisy
280,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000297.png,0,daisy
281,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000299.png,0,daisy
282,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000300.png,0,daisy
283,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000302.png,0,daisy
284,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000303.png,0,daisy
285,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000304.png,0,daisy
286,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000305.png,0,daisy
287,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000306.png,0,daisy
288,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000307.png,0,daisy
289,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000308.png,0,daisy
290,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000309.png,0,daisy
291,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000310.png,0,daisy
292,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000311.png,0,daisy
293,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000312.png,0,daisy
294,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000313.png,0,daisy
295,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000314.png,0,daisy
296,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000315.png,0,daisy
297,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000316.png,0,daisy
298,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000317.png,0,daisy
299,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000318.png,0,daisy
300,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000319.png,0,daisy
301,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000320.png,0,daisy
302,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000321.png,0,daisy
303,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000322.png,0,daisy
304,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000323.png,0,daisy
305,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000325.png,0,daisy
306,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000326.png,0,daisy
307,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000327.png,0,daisy
308,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000328.png,0,daisy
309,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000329.png,0,daisy
310,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000330.png,0,daisy
311,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000331.png,0,daisy
312,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000332.png,0,daisy
313,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000333.png,0,daisy
314,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000334.png,0,daisy
315,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000336.png,0,daisy
316,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000337.png,0,daisy
317,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000339.png,0,daisy
318,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000340.png,0,daisy
319,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000341.png,0,daisy
320,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000342.png,0,daisy
321,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000343.png,0,daisy
322,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000344.png,0,daisy
323,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000345.png,0,daisy
324,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000346.png,0,daisy
325,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000348.png,0,daisy
326,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000349.png,0,daisy
327,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000350.png,0,daisy
328,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000351.png,0,daisy
329,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000352.png,0,daisy
330,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000353.png,0,daisy
331,C:\Users\91800\Desktop\project1\flowers\daisy\daisy_000355.png,0,daisy
